"Time (s) Run #1","Position (m) Run #1","Force (N) Run #1","Speed (mm/min) Run #1","Time (s) Run #2","Position (m) Run #2","Force (N) Run #2","Speed (mm/min) Run #2","Time (s) Run #3","Position (m) Run #3","Force (N) Run #3","Speed (mm/min) Run #3"
239.600,-0.00147,-137,-0.03,,,,,,,,
239.800,-0.00147,-138,0.00,,,,,,,,
240.000,-0.00147,-139,-0.03,,,,,,,,
240.200,-0.00147,-140,-0.06,,,,,,,,
240.400,-0.00147,-141,-0.06,,,,,,,,
240.600,-0.00147,-141,-0.06,,,,,,,,
240.800,-0.00147,-141,-0.06,,,,,,,,
241.000,-0.00147,-144,-0.10,,,,,,,,
241.200,-0.00147,-147,-0.10,,,,,,,,
241.400,-0.00147,-150,-0.06,,,,,,,,
241.600,-0.00147,-151,-0.03,,,,,,,,
241.800,-0.00147,-152,0.00,,,,,,,,
242.000,-0.00147,-153,0.00,,,,,,,,
242.200,-0.00147,-153,0.00,,,,,,,,
242.400,-0.00147,-153,0.00,,,,,,,,
242.600,-0.00147,-153,0.00,,,,,,,,
242.800,-0.00147,-154,0.00,,,,,,,,
243.000,-0.00147,-154,0.00,,,,,,,,
243.200,-0.00147,-154,0.06,,,,,,,,
243.400,-0.00147,-154,0.16,,,,,,,,
243.600,-0.00147,-148,0.22,,,,,,,,
243.800,-0.00147,-140,0.22,,,,,,,,
244.000,-0.00147,-136,0.16,,,,,,,,
244.200,-0.00147,-133,0.10,,,,,,,,
244.400,-0.00147,-132,0.03,,,,,,,,
244.600,-0.00147,-132,0.00,,,,,,,,
244.800,-0.00147,-132,0.00,,,,,,,,
245.000,-0.00147,-132,0.00,,,,,,,,
245.200,-0.00147,-132,0.00,,,,,,,,
245.400,-0.00147,-132,0.00,,,,,,,,
245.600,-0.00147,-132,0.03,,,,,,,,
245.800,-0.00147,-131,0.06,,,,,,,,
246.000,-0.00147,-128,0.06,,,,,,,,
246.200,-0.00147,-126,0.03,,,,,,,,
246.400,-0.00147,-126,0.03,,,,,,,,
246.600,-0.00147,-125,0.06,,,,,,,,
246.800,-0.00147,-125,0.06,,,,,,,,
247.000,-0.00147,-124,0.06,,,,,,,,
247.200,-0.00147,-122,0.06,,,,,,,,
247.400,-0.00147,-121,0.06,,,,,,,,
247.600,-0.00147,-120,0.03,,,,,,,,
247.800,-0.00147,-119,0.00,,,,,,,,
248.000,-0.00147,-118,0.03,,,,,,,,
248.200,-0.00147,-118,0.06,,,,,,,,
248.400,-0.00147,-117,0.06,,,,,,,,
248.600,-0.00147,-116,0.06,,,,,,,,
248.800,-0.00147,-115,0.06,,,,,,,,
249.000,-0.00147,-113,0.06,,,,,,,,
249.200,-0.00147,-112,0.03,,,,,,,,
249.400,-0.00147,-112,0.00,,,,,,,,
249.600,-0.00147,-111,0.00,,,,,,,,
249.800,-0.00147,-110,0.00,,,,,,,,
250.000,-0.00147,-110,0.00,,,,,,,,
250.200,-0.00147,-110,0.00,,,,,,,,
250.400,-0.00147,-110,0.03,,,,,,,,
250.600,-0.00147,-110,0.06,,,,,,,,
250.800,-0.00146,-109,0.06,,,,,,,,
251.000,-0.00146,-107,0.03,,,,,,,,
251.200,-0.00146,-106,0.03,,,,,,,,
251.400,-0.00146,-105,0.06,,,,,,,,
251.600,-0.00146,-104,0.10,,,,,,,,
251.800,-0.00146,-102,0.10,,,,,,,,
252.000,-0.00146,-101,0.06,,,,,,,,
252.200,-0.00146,-100,0.03,,,,,,,,
252.400,-0.00146,-98,0.03,,,,,,,,
252.600,-0.00146,-98,0.06,,,,,,,,
252.800,-0.00146,-96,0.06,,,,,,,,
253.000,-0.00146,-96,0.06,,,,,,,,
253.200,-0.00146,-94,0.10,,,,,,,,
253.400,-0.00146,-91,0.13,,,,,,,,
253.600,-0.00146,-89,0.13,,,,,,,,
253.800,-0.00146,-87,0.13,,,,,,,,
254.000,-0.00146,-84,0.13,,,,,,,,
254.200,-0.00146,-82,0.10,,,,,,,,
254.400,-0.00146,-81,0.06,,,,,,,,
254.600,-0.00146,-79,0.06,,,,,,,,
254.800,-0.00146,-78,0.06,,,,,,,,
255.000,-0.00146,-76,0.06,,,,,,,,
255.200,-0.00146,-75,0.06,,,,,,,,
255.400,-0.00146,-73,0.06,,,,,,,,
255.600,-0.00146,-72,0.06,,,,,,,,
255.800,-0.00146,-72,0.06,,,,,,,,
256.000,-0.00146,-71,0.10,,,,,,,,
256.200,-0.00146,-70,0.13,,,,,,,,
256.400,-0.00146,-68,0.13,,,,,,,,
256.600,-0.00146,-65,0.10,,,,,,,,
256.800,-0.00146,-63,0.03,,,,,,,,
257.000,-0.00146,-62,0.03,,,,,,,,
257.200,-0.00146,-62,0.10,,,,,,,,
257.400,-0.00146,-59,0.13,,,,,,,,
257.600,-0.00146,-58,0.10,,,,,,,,
257.800,-0.00146,-55,0.06,,,,,,,,
258.000,-0.00146,-55,0.06,,,,,,,,
258.200,-0.00146,-54,0.06,,,,,,,,
258.400,-0.00146,-54,0.06,,,,,,,,
258.600,-0.00146,-53,0.06,,,,,,,,
258.800,-0.00145,-50,0.10,,,,,,,,
259.000,-0.00145,-49,0.10,,,,,,,,
259.200,-0.00145,-46,0.06,,,,,,,,
259.400,-0.00145,-46,0.03,,,,,,,,
259.600,-0.00145,-45,0.00,,,,,,,,
259.800,-0.00145,-45,0.00,,,,,,,,
260.000,-0.00145,-45,-0.13,,,,,,,,
260.200,-0.00145,-45,-0.32,,,,,,,,
260.400,-0.00146,-52,-0.48,,,,,,,,
260.600,-0.00146,-65,-0.44,,,,,,,,
260.800,-0.00146,-75,-0.29,,,,,,,,
261.000,-0.00146,-77,-0.16,,,,,,,,
261.200,-0.00146,-78,-0.10,,,,,,,,
261.400,-0.00146,-80,-0.13,,,,,,,,
261.600,-0.00146,-83,-0.16,,,,,,,,
261.800,-0.00146,-86,-0.29,,,,,,,,
262.000,-0.00146,-91,-0.41,,,,,,,,
262.200,-0.00146,-105,-0.54,,,,,,,,
262.400,-0.00147,-109,-0.51,,,,,,,,
262.600,-0.00147,-128,-0.35,,,,,,,,
262.800,-0.00147,-129,-0.22,,,,,,,,
263.000,-0.00147,-135,-0.19,,,,,,,,
263.200,-0.00147,-138,-0.25,,,,,,,,
263.400,-0.00147,-143,-0.25,,,,,,,,
263.600,-0.00147,-150,-0.22,,,,,,,,
263.800,-0.00147,-155,-0.16,,,,,,,,
264.000,-0.00147,-157,-0.10,,,,,,,,
264.200,-0.00147,-158,-0.03,,,,,,,,
264.400,-0.00147,-158,0.00,,,,,,,,
264.600,-0.00147,-158,0.00,,,,,,,,
264.800,-0.00147,-159,0.00,,,,,,,,
265.000,-0.00147,-158,0.00,,,,,,,,
265.200,-0.00147,-159,0.00,,,,,,,,
265.400,-0.00147,-158,0.00,,,,,,,,
265.600,-0.00147,-158,0.00,,,,,,,,
265.800,-0.00147,-158,0.00,,,,,,,,
266.000,-0.00147,-158,0.00,,,,,,,,
266.200,-0.00147,-158,0.00,,,,,,,,
266.400,-0.00147,-158,0.00,,,,,,,,
266.600,-0.00147,-158,0.00,,,,,,,,
266.800,-0.00147,-158,0.00,,,,,,,,
267.000,-0.00147,-158,0.00,,,,,,,,
267.200,-0.00147,-158,0.00,,,,,,,,
267.400,-0.00147,-158,0.00,,,,,,,,
267.600,-0.00147,-158,0.00,,,,,,,,
267.800,-0.00147,-158,0.00,,,,,,,,
268.000,-0.00147,-158,0.00,,,,,,,,
268.200,-0.00147,-158,0.00,,,,,,,,
268.400,-0.00147,-158,0.00,,,,,,,,
268.600,-0.00147,-158,0.00,,,,,,,,
268.800,-0.00147,-158,0.00,,,,,,,,
269.000,-0.00147,-158,0.00,,,,,,,,
269.200,-0.00147,-158,0.00,,,,,,,,
269.400,-0.00147,-158,0.00,,,,,,,,
269.600,-0.00147,-158,,,,,,,,,
