Time (s) Run #1,Position (m) Run #1,Force (N) Run #1,Speed (mm/min) Run #1,Time (s) Run #2,Position (m) Run #2,Force (N) Run #2,Speed (mm/min) Run #2
,,,,464.2,9.63E-04,6532,1.68
,,,,464.4,9.70E-04,6572,2.03
,,,,464.6,9.77E-04,6574,2.16
,,,,464.8,9.84E-04,6563,2.03
,,,,465,9.93E-04,6559,1.46
,,,,465.2,9.96E-04,6526,0.67
,,,,465.4,9.95E-04,6480,0.1
,,,,465.6,9.95E-04,6459,-0.03
,,,,465.8,9.95E-04,6444,0
,,,,466,9.95E-04,6433,0.03
,,,,466.2,9.95E-04,6424,0.03
,,,,466.4,9.96E-04,6417,0
,,,,466.6,9.95E-04,6411,-0.03
,,,,466.8,9.95E-04,6407,-0.03
,,,,467,9.95E-04,6402,0.03
,,,,467.2,9.95E-04,6398,0.57
,,,,467.4,9.96E-04,6393,1.37
,,,,467.6,0.00101,6468,2.06
,,,,467.8,0.00101,6533,2.32
,,,,468,0.00102,6554,2.25
,,,,468.2,0.00103,6524,2.38
,,,,468.4,0.00104,6520,2.41
,,,,468.6,0.00104,6519,2.32
,,,,468.8,0.00105,6490,2.13
,,,,469,0.00106,6477,1.94
,,,,469.2,0.00106,6476,2.03
,,,,469.4,0.00107,6459,1.97
,,,,469.6,0.00108,6473,2.03
,,,,469.8,0.00108,6420,2.13
,,,,470,0.00109,6468,2
,,,,470.2,0.0011,6419,1.84
,,,,470.4,0.0011,6407,1.9
,,,,470.6,0.00111,6412,2.51
,,,,470.8,0.00112,6433,2.79
,,,,471,0.00113,6402,2.41
,,,,471.2,0.00114,6371,1.59
,,,,471.4,0.00114,6349,1.43
,,,,471.6,0.00114,6310,1.87
,,,,471.8,0.00115,6375,2.44
,,,,472,0.00116,6344,2.76
,,,,472.2,0.00117,6345,2.83
,,,,472.4,0.00118,6329,2.83
,,,,472.6,0.00119,6311,2.38
,,,,472.8,0.0012,6280,1.81
,,,,473,0.0012,6254,1.37
,,,,473.2,0.00121,6248,1.11
,,,,473.4,0.00121,6235,0.76
,,,,473.6,0.00121,6232,0.35
,,,,473.8,0.00121,6195,0.06
,,,,474,0.00121,6174,-0.03
,,,,474.2,0.00121,6159,0.03
,,,,474.4,0.00121,6148,0.06
,,,,474.6,0.00121,6139,0.06
,,,,474.8,0.00121,6132,0
,,,,475,0.00121,6127,-0.06
,,,,475.2,0.00121,6122,-0.06
,,,,475.4,0.00121,6119,-0.03
,,,,475.6,0.00121,6115,0.03
,,,,475.8,0.00121,6112,0.29
,,,,476,0.00121,6108,1.21
,,,,476.2,0.00122,6123,2.64
,,,,476.4,0.00123,6273,3.94
,,,,476.6,0.00125,6254,4.16
,,,,476.8,0.00126,6221,3.21
,,,,477,0.00127,6163,1.84
,,,,477.2,0.00127,6130,0.73
,,,,477.4,0.00127,6101,0.54
,,,,477.6,0.00127,6077,1.21
,,,,477.8,0.00128,6102,2.32
,,,,478,0.00129,6159,3.05
,,,,478.2,0.0013,6146,2.79
,,,,478.4,0.00131,6101,1.87
,,,,478.6,0.00131,6060,0.89
,,,,478.8,0.00132,6035,0.79
,,,,479,0.00132,6008,1.59
,,,,479.2,0.00133,6076,2.92
,,,,479.4,0.00134,6080,4.16
,,,,479.6,0.00135,6069,4.48
,,,,479.8,0.00137,6034,3.78
,,,,480,0.00138,5976,2.67
,,,,480.2,0.00138,5943,2.25
,,,,480.4,0.00139,5960,2.79
,,,,480.6,0.0014,5950,3.43
,,,,480.8,0.00142,5939,3.65
,,,,481,0.00143,5904,4.57
,,,,481.2,0.00144,5884,6
,,,,481.4,0.00147,5899,6.03
,,,,481.6,0.00149,5748,4.1
,,,,481.8,0.00149,5684,1.9
,,,,482,0.0015,5689,1.4
,,,,482.2,0.0015,5733,1.81
,,,,482.4,0.00151,5731,1.78
,,,,482.6,0.00152,5712,1.56
,,,,482.8,0.00152,5684,1.49
,,,,483,0.00153,5688,1.87
,,,,483.2,0.00153,5682,2.64
,,,,483.4,0.00154,5694,3.43
,,,,483.6,0.00156,5662,4.22
,,,,483.8,0.00157,5643,4.73
,,,,484,0.00159,5613,4.83
,,,,484.2,0.00161,5570,4.76
,,,,484.4,0.00162,5539,4.79
,,,,484.6,0.00164,5500,4.98
,,,,484.8,0.00165,5483,5.02
,,,,485,0.00167,5421,5.02
,,,,485.2,0.00169,5404,5.08
,,,,485.4,0.0017,5358,5.78
,,,,485.6,0.00172,5322,6
,,,,485.8,0.00175,5281,4.7
,,,,486,0.00176,5150,2.35
,,,,486.2,0.00176,5105,0.41
,,,,486.4,0.00176,5088,0.06
,,,,486.6,0.00176,5078,0.57
,,,,486.8,0.00176,5073,2.06
,,,,487,0.00177,5131,4.22
,,,,487.2,0.00179,5172,5.43
,,,,487.4,0.00181,5104,5.71
,,,,487.6,0.00182,5043,5.65
,,,,487.8,0.00185,5019,6.35
,,,,488,0.00187,4960,7.37
,,,,488.2,0.0019,4909,7.46
,,,,488.4,0.00192,4821,6.57
,,,,488.6,0.00194,4743,5.78
,,,,488.8,0.00195,4687,6.45
,,,,489,0.00198,4654,7.56
,,,,489.2,0.00201,4556,14.76
,,,,489.4,0.00204,4454,10.92
,,,,489.6,0.0022,-78,-0.06
,,,,489.8,0.00202,-210,-8.73
,,,,490,0.00203,-209,-7.87
,,,,490.2,0.00203,-209,0.51
,,,,490.4,0.00203,-208,-0.06
,,,,490.6,0.00203,-208,0
,,,,490.8,0.00203,-207,0
,,,,491,0.00203,-207,0
,,,,491.2,0.00203,-207,0
,,,,491.4,0.00203,-207,0
,,,,491.6,0.00203,-207,0
,,,,491.8,0.00203,-206,0
,,,,492,0.00203,-206,0
,,,,492.2,0.00203,-206,0
,,,,492.4,0.00203,-206,0
,,,,492.6,0.00203,-206,0
,,,,492.8,0.00203,-206,0
,,,,493,0.00203,-206,0
,,,,493.2,0.00203,-206,0
,,,,493.4,0.00203,-206,0
,,,,493.6,0.00203,-206,0
,,,,493.8,0.00203,-206,0
,,,,494,0.00203,-206,0
,,,,494.2,0.00203,-207,0
,,,,494.4,0.00203,-207,0
,,,,494.6,0.00203,-206,0
,,,,494.8,0.00203,-206,0
,,,,495,0.00203,-206,0
,,,,495.2,0.00203,-206,0
,,,,495.4,0.00203,-206,0
,,,,495.6,0.00203,-206,0
,,,,495.8,0.00203,-206,0
,,,,496,0.00203,-206,0
,,,,496.2,0.00203,-206,0
,,,,496.4,0.00203,-207,0
,,,,496.6,0.00203,-206,0
,,,,496.8,0.00203,-206,0
,,,,497,0.00203,-206,0
,,,,497.2,0.00203,-206,0
,,,,497.4,0.00203,-206,0
,,,,497.6,0.00203,-206,0
,,,,497.8,0.00203,-206,0
,,,,498,0.00203,-206,
